Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_BIOLOGICAL_PROCESS	KW-0690~Ribosome biogenesis	57	11.752577319587628	5.290317375027516E-18	Q12389, P28000, P37838, Q06344, P15646, Q08444, Q08287, P38333, P20435, P53927, P40007, P46669, P25368, P53335, Q07381, Q12035, P53251, P50106, Q01560, Q07623, P32892, Q04031, P53734, P20448, P38883, P40991, Q12080, Q04500, P53261, P43586, P28007, P39715, P36049, P53743, P38789, P38112, Q05942, P42846, Q07844, Q04217, Q12176, P25586, P47019, P40422, P53313, Q12339, P38779, Q06511, Q04177, P33322, P39744, Q99216, P38344, P40010, Q08208, P47006, Q06709	307	179	3309	3.4322602951613193	3.597415815018711E-16	3.597415815018711E-16	3.3858031200176104E-16
UP_KW_BIOLOGICAL_PROCESS	KW-0698~rRNA processing	38	7.835051546391752	5.070346918092688E-7	P27476, Q12389, P37838, Q06344, P40070, P15646, P53743, P38112, P42846, P53927, Q04217, P40007, P25586, P25368, P53335, Q12035, P25040, Q12339, P53251, Q06511, Q01560, Q04177, P33322, Q07623, P53734, Q06672, Q04031, P20448, P38883, P40991, Q12080, Q04500, Q08208, Q06106, P53261, Q3E705, P22147, P28007	307	173	3309	2.3675321496488486	3.4477773410368506E-5	1.7239179521515138E-5	1.62251101378966E-5
UP_KW_BIOLOGICAL_PROCESS	KW-0509~mRNA transport	17	3.5051546391752577	2.7395773817742833E-4	P04147, P14907, Q08920, Q02199, P39705, P32499, P32500, P38199, P48837, Q02630, Q02455, P49687, Q04839, P43586, P20676, Q02629, P40477	307	67	3309	2.7348436968253194	0.018459181700412053	0.005887224174557223	0.005540916870171504
UP_KW_BIOLOGICAL_PROCESS	KW-0811~Translocation	18	3.711340206185567	3.46307304385719E-4	P53112, P14907, P49334, P42949, Q02199, P39705, P32499, P32500, P48837, P36046, Q02630, Q02455, Q02776, P49687, Q04839, P20676, Q02629, P40477	307	75	3309	2.5868403908794786	0.02327776877417964	0.005887224174557223	0.005540916870171504
UP_KW_BIOLOGICAL_PROCESS	KW-0804~Transcription	69	14.22680412371134	0.0019338066296014304	O94742, P28000, P35817, P17106, P38129, P20435, P14164, P37366, Q02457, P40161, Q12072, P22579, P20433, P06102, P46669, P32657, Q12159, P11938, P38915, Q12514, P14922, P50106, P38439, P50105, P21538, Q02206, Q02642, Q03973, Q07979, P36100, P04050, P25339, P32447, Q12124, P11746, P27692, P53064, Q06168, P32367, P32566, P36053, P38351, P53829, P34909, P39081, Q12373, P40422, P32832, P53115, P25441, P54000, P43609, P11632, Q04177, Q03761, P33441, P11633, P36157, P32597, P38144, Q04603, P35192, Q06505, P36121, P40096, P47006, Q12060, P41546, P07269	307	532	3309	1.3979635571012219	0.12333133379935679	0.026299770162579453	0.02475272485889831
UP_KW_BIOLOGICAL_PROCESS	KW-0254~Endocytosis	9	1.8556701030927836	0.002913496239382494	P54003, P32790, P53309, P12688, Q12518, P25623, P34216, P32521, P38822	307	28	3309	3.464518380642159	0.17996389870938168	0.03301962404633493	0.031077293220079936
UP_KW_BIOLOGICAL_PROCESS	KW-0810~Translation regulation	10	2.0618556701030926	0.017049591147823798	P38199, P04147, P36041, Q08925, P39935, P12754, P12962, P39936, P15424, P25644	307	44	3309	2.449659461060113	0.689437280908099	0.1656245997217169	0.15588197620867472
UP_KW_BIOLOGICAL_PROCESS	KW-0653~Protein transport	48	9.896907216494846	0.035605455933798776	P80667, P53145, P25694, P42949, P53903, P38968, Q06263, P32500, P53843, Q03769, P11075, Q92331, Q02630, Q02455, Q04632, Q02776, Q04839, P20676, Q12114, P53313, P53112, P25386, P14907, P49334, P32913, P38817, P46682, P38879, Q02199, Q08951, P39705, Q06631, P32499, Q06704, P48837, P36046, P40010, Q02642, P17065, P35197, P38263, P38682, P40517, P49687, P41920, P48415, Q02629, P40477	307	395	3309	1.3097926029769513	0.9150188423499956	0.3026463754372896	0.2848436474703902
UP_KW_BIOLOGICAL_PROCESS	KW-0805~Transcription regulation	56	11.54639175257732	0.04828391938999688	P35817, P17106, P38129, P14164, P37366, Q02457, P40161, Q12072, P22579, P06102, P32657, Q12159, P11938, P38915, Q12514, P14922, P38439, P50105, P21538, Q02206, Q02642, Q03973, Q07979, P36100, P25339, P32447, Q12124, P11746, P53064, Q06168, P32367, P32566, P36053, P38351, P53829, P34909, P39081, Q12373, P32832, P53115, P54000, P43609, P11632, Q03761, P33441, P11633, P36157, P32597, P38144, Q04603, P35192, Q06505, P40096, Q12060, P41546, P07269	307	482	3309	1.2522740481435928	0.9654455723869587	0.31993295090721036	0.30111336555972745
UP_KW_BIOLOGICAL_PROCESS	KW-9998~Cell wall biogenesis/degradation	15	3.0927835051546393	0.05175385970557815	P53334, P53301, P32623, P53189, P47001, Q08193, Q12127, P12688, P32486, P53616, P32478, P32566, Q04951, P17260, P29029	307	95	3309	1.7018686782101835	0.9730453505772637	0.31993295090721036	0.30111336555972745
UP_KW_BIOLOGICAL_PROCESS	KW-0961~Cell wall biogenesis/degradation	15	3.0927835051546393	0.05175385970557815	P53334, P53301, P32623, P53189, P47001, Q08193, Q12127, P12688, P32486, P53616, P32478, P32566, Q04951, P17260, P29029	307	95	3309	1.7018686782101835	0.9730453505772637	0.31993295090721036	0.30111336555972745
