A0A075B6H9	0
A0A075B6I0	0.81
A0A075B6I1	0.83
A0A075B6I4	3.41
A0A075B6I9	1.7
A0A075B6J1	1.62
A0A075B6J6	3.47
A0A075B6J9	1.69
A0A075B6K0	2.6
A0A075B6K2	3.47
A0A075B6K4	3.47
A0A075B6K5	3.47
A0A075B6K6	4.09
A0A075B6P5	0.83
A0A075B6Q5	4.23
A0A075B6R2	6.83
A0A075B6S2	0.83
A0A075B6S4	2.56
A0A075B6S5	0.85
A0A075B6S6	0.83
A0A075B6T6	14.15
A0A075B6T7	4.54
A0A075B6T8	11.6
A0A075B6U4	9.82
A0A075B6V5	13.27
A0A075B6W5	14.87
A0A075B6X5	12.61
A0A075B759	0.6
A0A087WSX0	1.62
A0A087WSY4	8.47
A0A087WSY6	0.86
A0A087WSZ0	2.56
A0A087WSZ9	8.03
A0A087WT01	11
A0A087WT02	11.6
A0A087WT03	13.76
A0A087WTH1	15.74
A0A087WTH5	20.45
A0A087WUL8	98.2
A0A087WVF3	34.97
A0A087WW87	0.82
A0A087WX78	57.88
A0A087WXM9	52.81
A0A087WXS9	35.15
A0A087X179	35.88
A0A087X1C5	4.85
A0A087X1G2	36.06
A0A096LNP1	20
A0A096LP01	12.63
A0A096LP49	95.86
A0A096LP55	27.47
A0A096LPI5	3.7
A0A0A0MRZ7	0.83
A0A0A0MRZ8	0.86
A0A0A0MRZ9	2.41
A0A0A0MS14	0.85
A0A0A0MS15	3.36
A0A0A0MT36	0.87
A0A0A0MT76	0
A0A0A0MT89	0
A0A0A6YYC5	12.06
A0A0A6YYJ7	14.15
A0A0A6YYK1	15.04
A0A0A6YYK6	13.76
A0A0A6YYK7	13.79
A0A0A6YYL3	40.07
A0A0B4J1U3	1.7
A0A0B4J1U7	10.74
A0A0B4J1V0	1.68
A0A0B4J1V1	4.27
A0A0B4J1V2	10.08
A0A0B4J1V6	3.36
A0A0B4J1X5	3.41
A0A0B4J1X8	3.38
A0A0B4J1Y8	1.62
A0A0B4J1Y9	3.36
A0A0B4J1Z2	4.27
A0A0B4J234	8.03
A0A0B4J235	12.38
A0A0B4J237	14.15
A0A0B4J238	5.66
A0A0B4J240	15.78
A0A0B4J241	7.14
A0A0B4J244	9.64
A0A0B4J245	14.28
A0A0B4J248	13.88
A0A0B4J249	15.92
A0A0B4J262	13.27
A0A0B4J263	10
A0A0B4J264	12.06
A0A0B4J265	14.67
A0A0B4J266	14.28
A0A0B4J268	0.91
A0A0B4J271	11.4
A0A0B4J272	9.64
A0A0B4J273	17.85
A0A0B4J274	8.92
A0A0B4J275	8.92
A0A0B4J276	10.09
A0A0B4J277	8.18
A0A0B4J279	15.17
A0A0B4J280	6.66
A0A0B4J2A2	0.6
A0A0B4J2D9	2.56
A0A0B4J2F0	16.66
A0A0B4J2H0	0.85
A0A0C4DH24	0.87
A0A0C4DH25	6.89
A0A0C4DH29	0.85
A0A0C4DH31	0.85
A0A0C4DH32	3.41
A0A0C4DH33	0.85
A0A0C4DH34	8.54
A0A0C4DH38	2.56
A0A0C4DH39	0.85
A0A0C4DH41	8.47
A0A0C4DH42	3.44
A0A0C4DH43	9.24
A0A0C4DH55	10.08
A0A0C4DH59	1.75
A0A0C4DH62	0
A0A0C4DH67	0.86
A0A0C4DH68	0.83
A0A0C4DH69	2.56
A0A0C4DH72	2.56
A0A0C4DH73	1.7
A0A0C5B5G6	0
A0A0G2JMD5	0.84
A0A0G2JMI3	0.85
A0A0G2JS06	1.62
A0A0J9YVY3	0.85
A0A0J9YWL9	81.26
A0A0J9YX35	2.56
A0A0J9YX94	45.5
A0A0J9YXQ4	51.15
A0A0J9YXX1	2.56
A0A0U1RR37	54.3
A0A0U1RRE5	38.23
A0A183	33.75
A0A1B0GTC6	17.77
A0A1B0GTD5	6.1
A0A1B0GTH6	77.65
A0A1B0GTI8	13.22
A0A1B0GTK4	6.07
A0A1B0GTK5	1.26
A0A1B0GTL2	33.33
A0A1B0GTQ4	20.23
A0A1B0GTR0	11.18
A0A1B0GTR4	55.55
A0A1B0GTS1	55.85
A0A1B0GTU2	18.64
A0A1B0GTY4	22.59
A0A1B0GTZ2	11.78
A0A1B0GU29	14.47
A0A1B0GU33	2.85
A0A1B0GUA5	25.24
A0A1B0GUA6	44.77
A0A1B0GUA7	5.42
A0A1B0GUC4	12.96
A0A1B0GUJ8	36.76
A0A1B0GUQ0	1.26
A0A1B0GUS0	18.01
A0A1B0GUS4	3.24
A0A1B0GUT2	45.37
A0A1B0GUU1	5.18
A0A1B0GUV7	18.33
A0A1B0GUW6	88.62
A0A1B0GUW7	7.27
A0A1B0GUY1	54.73
A0A1B0GV03	70.41
A0A1B0GV22	1.26
A0A1B0GV85	34.98
A0A1B0GV90	20
A0A1B0GVG4	29.91
A0A1B0GVG6	63.7
A0A1B0GVH4	7.72
A0A1B0GVH6	21.84
A0A1B0GVH7	10.57
A0A1B0GVK7	15.58
A0A1B0GVM6	37.3
A0A1B0GVN3	16.22
A0A1B0GVQ0	6.66
A0A1B0GVS7	49.2
A0A1B0GVT2	21.5
A0A1B0GVV1	4.7
A0A1B0GVY4	30.98
A0A1B0GVZ2	15.38
A0A1B0GVZ6	24.01
A0A1B0GVZ9	26.53
A0A1B0GW35	1.16
A0A1B0GW64	22.72
A0A1B0GWB2	71.1
A0A1B0GWG4	6.66
A0A1B0GWH4	55.25
A0A1B0GWK0	12.68
A0A1B0GX68	4.34
A0A1W2PPG7	8.69
A0A1W2PR48	17.23
A0A286YF58	42.07
A0A539	3.5
A0A576	2.63
A0A577	0.87
A0A578	1.75
A0A597	1.75
A0A599	2.63
A0A5B9	7.3
A0AUZ9	80.14
A0AV02	24.64
A0AV96	22.09
A0AVF1	4.51
A0AVI2	20.27
A0AVI4	2.76
A0AVK6	78.66
A0AVT1	7.98
A0FGR8	25.4
A0FGR9	29.9
A0JD32	14.65
A0JLT2	50.81
A0JNW5	44.12
A0JP26	35.97
A0M8Q6	0.94
A0MZ66	52.93
A0PG75	17.34
A0PJE2	1.89
A0PJK1	4.36
A0PJW6	10.89
A0PJW8	18.69
A0PJX0	5.4
A0PJX2	16.27
A0PJX4	52.94
A0PJX8	9.62
A0PJY2	22.1
A0PJZ0	10.9
A0PJZ3	24.6
A0PK00	3.53
A0PK05	17.09
A0PK11	15.08
A0ZSE6	9.73
A1A4F0	32.59
A1A4G5	35.95
A1A4S6	27.86
A1A4V9	33.53
A1A4Y4	0.55
A1A519	62.42
A1A580	3.07
A1A5B4	9.33
A1A5C7	20.84
A1A5D9	36.02
A1E959	26.88
A1IGU5	11.11
A1KXE4	100
A1KZ92	8.27
A1L020	41.34
A1L0T0	5.22
A1L157	3.16
A1L162	52.56
A1L167	0.62
A1L168	34.42
A1L170	68.75
A1L188	9.45
A1L190	12.5
A1L1A6	15.62
A1L390	71.12
A1L3X0	7.47
A1L3X4	2.04
A1L429	44.44
A1L443	65.87
A1L453	22.69
A1L4H1	39.47
A1L4K1	23.23
A1L4L8	34.46
A1L4Q6	17.36
A1X283	62.45
A1XBS5	23.52
A1YPR0	37.8
A1Z1Q3	48.43
A2A288	52.18
A2A2V5	18.69
A2A2Y4	37.01
A2A2Z9	24.03
A2A368	33.95
A2A3K4	30.5
A2A3L6	28.17
A2A3N6	38.39
A2AJT9	68.21
A2CJ06	33.73
A2IDD5	26.94
A2NJV5	0.83
A2PYH4	35.88
A2RRD8	5.1
A2RRH5	1.45
A2RRL7	28.03
A2RRP1	17.96
A2RTX5	8.35
A2RTY3	5.61
A2RU14	10.43
A2RU30	74.47
A2RU37	21.48
A2RU48	1.33
A2RU49	4.82
A2RU54	71.06
A2RU67	17.84
A2RUB1	59.97
A2RUB6	88.81
A2RUC4	2.53
A2RUG3	9.4
A2RUH7	0
A2RUQ5	13.77
A2RUR9	70
A2RUS2	13.02
A2RUT3	15.72
A2RUU4	23.96
A2VCK2	33.81
A2VCL2	24.8
A2VDF0	0.64
A2VDJ0	47.35
A2VEC9	49.92
A3KFT3	2.24
A3KMH1	19.68
A3KN83	26.56
A3QJZ6	0.83
A3QJZ7	0.62
A4D0S4	7.89
A4D0T2	8.69
A4D0T7	33.89
A4D0V7	13.74
A4D0Y5	5.55
A4D126	9.09
A4D161	26.17
A4D174	4.14
A4D1B5	9.36
A4D1E1	83.76
A4D1E9	2.06
A4D1F6	11.04
A4D1N5	8.66
A4D1P6	9.5
A4D1S0	50.85
A4D1S5	18.89
A4D1T9	5.95
A4D1U4	21.97
A4D1Z8	3.47
A4D250	10.61
A4D256	22.14
A4D263	19.86
A4D2B0	8.27
A4D2B8	15.45
A4D2G3	3.54
A4D2H0	39.51
A4D2P6	45.08
A4FU01	17.63
A4FU28	39.51
A4FU49	86.56
A4FU69	39.98
A4GXA9	17.41
A4IF30	28.59
A4QMS7	9.52
A4QN01	3.12
A4QPB2	0
A4QPH2	8.27
A4UGR9	93.36
A5A3E0	32.55
A5D6W6	12.32
A5D8T8	8.74
A5D8V6	51.26
A5D8V7	24.03
A5D8W1	5.31
A5LHX3	21
A5PKW4	61.62
A5PL33	98.15
A5PLK6	30.11
A5PLL1	53.5
A5PLL7	13.7
A5PLN7	68.43
A5PLN9	9.11
A5X5Y0	15.35
A5YKK6	24.87
A5YM69	91.52
A5YM72	5.32
A6BM72	18.48
A6H8M9	2.53
A6H8Y1	99.08
A6H8Z2	52.23
A6NC05	6.52
A6NC42	4.31
A6NC51	14.59
A6NC57	29.98
A6NC62	4.5
A6NC78	72.62
A6NC86	8.82
A6NC97	8.01
A6NC98	65.44
A6NCC3	71.51
A6NCE7	2.4
A6NCF5	2.81
A6NCF6	39
A6NCI4	18.91
A6NCI5	0
A6NCI8	85.03
A6NCJ1	7.65
A6NCK2	1.12
A6NCL1	43.41
A6NCL2	16.98
A6NCL7	46.96
A6NCM1	14.54
A6NCN2	2.74
A6NCN8	10.81
A6NCQ9	30.45
A6NCS4	75.08
A6NCS6	31.86
A6NCV1	1.28
A6NCW0	39.24
A6NCW3	7.69
A6NCW7	39.24
A6ND01	13.6
A6ND36	60.99
A6ND48	1.28
A6ND91	1.06
A6NDA9	11.27
A6NDB9	92.57
A6NDD5	52.52
A6NDE4	82.66
A6NDE8	46.15
A6NDG6	3.11
A6NDH6	1.91
A6NDI0	2.21
A6NDK9	80.66
A6NDL7	12.17
A6NDL8	1.28
A6NDN3	77.63
A6NDN8	19.6
A6NDP7	8.79
A6NDR6	60.94
A6NDS4	34.97
A6NDU8	8.16
A6NDV4	11.65
A6NDX4	13.7
A6NDX5	14.1
A6NDY0	34.17
A6NDY2	88.14
A6NDZ8	27.88
A6NE01	84.98
A6NE02	9.2
A6NE21	89.87
A6NE52	30.02
A6NE82	24.51
A6NEC2	10.04
A6NED2	0.79
A6NEE1	14.22
A6NEF3	77.52
A6NEH6	35.61
A6NEH8	17.94
A6NEK1	9.64
A6NEL2	72.88
A6NEL3	3.63
A6NEM1	59.25
A6NEN9	34.42
A6NEQ0	82.45
A6NEQ2	60.56
A6NER0	34.79
A6NER3	45.29
A6NES4	10.93
A6NET4	4.67
A6NEV1	34.21
A6NEW6	89.65
A6NEY3	38.66
A6NEY8	1.77
A6NF01	100
A6NF34	32.01
A6NF36	7.18
A6NF83	78.35
A6NF89	1.27
A6NFA0	50
A6NFA1	31.52
A6NFC5	15.69
A6NFC9	9.37
A6NFD8	54.95
A6NFE2	20.69
A6NFE3	3.14
A6NFF2	26.16
A6NFH5	4.28
A6NFI3	32.66
A6NFK2	23.38
A6NFN3	45.83
A6NFN9	9.43
A6NFQ2	0.97
A6NFQ7	54.45
A6NFR6	76.2
A6NFT4	2.92
A6NFU0	4.84
A6NFU8	6.12
A6NFX1	10.71
A6NFY4	14.14
A6NFY7	33.04
A6NFZ4	1.9
A6NG13	10.16
A6NGA9	12.82
A6NGB0	15.85
A6NGB7	36.42
A6NGB9	86.74
A6NGC4	24.24
A6NGD5	61.89
A6NGE4	30.83
A6NGE7	0
A6NGG3	3.89
A6NGG8	86.41
A6NGH7	22.15
A6NGH8	3.11
A6NGJ6	4.89
A6NGK3	39.65
A6NGN4	0.62
A6NGN9	14.58
A6NGQ2	26.84
A6NGR9	15.71
A6NGS2	18.46
A6NGU5	8.27
A6NGU7	14.51
A6NGW2	15.01
A6NGY1	70.56
A6NGY3	18.86
A6NGY5	4.7
A6NGZ8	2.02
A6NH00	2.56
A6NH11	25.08
A6NH13	27.7
A6NH21	16.98
A6NH52	21.59
A6NH57	1.11
A6NHA9	1.94
A6NHC0	8.81
A6NHG4	0
A6NHG9	2.58
A6NHJ4	6.48
A6NHL2	2.91
A6NHM9	5.21
A6NHN0	67.08
A6NHN6	38.37
A6NHP3	38.05
A6NHQ2	29.64
A6NHQ4	66.22
A6NHR8	28.96
A6NHR9	20.39
A6NHS1	43.61
A6NHS7	51.17
A6NHT5	82.35
A6NHX0	10.03
A6NHY2	5.11
A6NHY6	0
A6NHZ5	1.16
A6NI03	5.12
A6NI15	63.21
A6NI28	32.95
A6NI47	32.48
A6NI56	25.66
A6NI61	9.04
A6NI72	35.54
A6NI73	15.71
A6NI79	15.87
A6NI86	65.51
A6NI87	37.19
A6NIE6	13.23
A6NIE9	20.44
A6NIH7	27.49
A6NIJ5	94.61
A6NIJ9	1.6
A6NIK2	4.1
A6NIL9	0.91
A6NIM6	12.95
A6NIN4	30.92
A6NIR3	32.94
A6NIU2	9.45
A6NIV6	8.03
A6NIX2	49.3
A6NIY4	33.58
A6NIZ1	8.15
A6NJ08	28.84
A6NJ46	66.03
A6NJ64	41.3
A6NJ69	1.88
A6NJ78	10.81
A6NJ88	57.46
A6NJB7	45.5
A6NJG2	50.47
A6NJG6	76.5
A6NJI1	25.21
A6NJI9	11.84
A6NJJ6	27.93
A6NJL1	62.62
A6NJQ4	89
A6NJR5	34.13
A6NJT0	85.87
A6NJU9	89.36
A6NJV1	3.98
A6NJW4	12
A6NJW9	16.58
A6NJY1	4.6
A6NJY4	10.12
A6NJZ3	1.92
A6NJZ7	71.93
A6NK02	4.05
A6NK06	4.57
A6NK44	14.37
A6NK53	22.08
A6NK58	1.73
A6NK59	4.59
A6NK75	2.97
A6NK89	49.3
A6NK97	7.38
A6NKB5	50.35
A6NKC0	90.08
A6NKC9	63.19
A6NKD2	37.98
A6NKD9	62.05
A6NKF1	11.88
A6NKF2	68.2
A6NKF7	12.88
A6NKG5	22.53
A6NKH3	6.45
A6NKK0	1.59
A6NKL6	80.03
A6NKN8	58.82
A6NKP2	11.37
A6NKQ9	15.5
A6NKT7	45.5
A6NKU9	57.55
A6NKW6	34.37
A6NKX1	2.45
A6NKX4	10.07
A6NL05	7.54
A6NL08	1.6
A6NL26	0.97
A6NL46	85
A6NL82	8.95
A6NL88	76.76
A6NL99	22.51
A6NLC5	22.4
A6NLC8	44.44
A6NLE4	9.3
A6NLF2	56.95
A6NLI5	4.44
A6NLJ0	55.21
A6NLP5	8.99
A6NLU0	4.87
A6NLU5	41.75
A6NLW8	31.37
A6NLX3	31.64
A6NLX4	12.24
A6NM03	3.16
A6NM10	22.03
A6NM11	83.41
A6NM28	15.14
A6NM36	5.31
A6NM43	10.77
A6NM45	15.45
A6NM62	46.91
A6NM66	14.81
A6NM76	1.92
A6NMA1	10.81
A6NMB1	14.55
A6NMB9	46.4
A6NMD0	64.91
A6NMD2	76.1
A6NMK7	2.79
A6NMK8	54.95
A6NML5	5.15
A6NMN3	59.71
A6NMS3	6.54
A6NMS7	84.47
A6NMT0	79.88
A6NMU1	2.96
A6NMX2	22.72
A6NMY6	5.89
A6NMZ2	27.89
A6NMZ5	0.64
A6NMZ7	25.4
A6NN06	23.4
A6NN14	9.66
A6NN73	71.69
A6NN90	75.6
A6NN92	1.46
A6NNA2	86.43
A6NNA5	66.92
A6NNB3	27.27
A6NNC1	94.87
A6NND4	6.25
A6NNE9	51.49
A6NNF4	5.28
A6NNH2	97.82
A6NNJ1	88.14
A6NNL0	60.7
A6NNL5	19.1
A6NNM3	72.48
A6NNM8	45.15
A6NNN8	10.34
A6NNP5	14.48
A6NNS2	9.29
A6NNT2	64.76
A6NNV3	33.97
A6NNW6	18.31
A6NNX1	10.86
A6NNY8	16.66
A6NNZ2	10.36
A6NP11	2.62
A6NP61	54.2
A6PVC2	40.23
A6PVI3	34.64
A6PVL3	22.58
A6PVS8	7.05
A6PVY3	44.93
A6QL63	17.57
A6QL64	80.01
A6XGL0	16.38
A6ZKI3	15.04
A7E2F4	76.86
A7E2S9	24.8
A7E2U8	8.41
A7E2V4	45.45
A7E2Y1	56.07
A7KAX9	78.1
A7MBM2	29.26
A7MCY6	59.18
A7MD48	95.58
A7XYQ1	79.83
A8CG34	96.58
A8K010	22.58
A8K0R7	73.61
A8K0S8	57.26
A8K0Z3	43.44
A8K2U0	6.6
A8K4G0	30.84
A8K554	4.61
A8K5M9	7.42
A8K7I4	7.33
A8K830	17.53
A8K855	17.64
A8K8P3	22.38
A8K8V0	25.67
A8K979	46.45
A8MPP1	17.53
A8MPS7	6.81
A8MPX8	37.61
A8MPY1	20.55
A8MQ03	36.8
A8MQ11	5.97
A8MQ14	7.15
A8MQ27	23.24
A8MQB3	14.47
A8MQT2	77.11
A8MRT5	89.67
A8MSI8	7.69
A8MT19	19.03
A8MT33	24.38
A8MT65	18.93
A8MT66	26.66
A8MT69	8.64
A8MT70	67.37
A8MTA8	5.81
A8MTB9	3.12
A8MTI9	30.13
A8MTJ3	11.58
A8MTJ6	75.23
A8MTL0	2.7
A8MTL3	55
A8MTL9	0.71
A8MTQ0	78.88
A8MTT3	13.75
A8MTW9	21.17
A8MTY0	2.74
A8MTY7	0
A8MTZ0	27.17
A8MTZ7	39.4
A8MU10	15.46
A8MU46	75.92
A8MU76	88.56
A8MU93	50.84
A8MUA0	81.52
A8MUH7	21.14
A8MUI8	81.23
A8MUK1	39.24
A8MUL3	2.72
A8MUM7	0.7
A8MUN3	7.57
A8MUP2	10
A8MUP6	27.98
A8MUU1	3.96
A8MUU9	100
A8MUV8	3
A8MUX0	28.82
A8MUZ8	13
A8MV23	5.18
A8MV24	2.59
A8MV57	0
A8MV65	77.3
A8MV72	87.78
A8MV81	16.49
A8MVA2	0
A8MVJ9	9.51
A8MVM7	64.19
A8MVS1	10.33
A8MVS5	15.65
A8MVU1	36.33
A8MVW0	58.11
A8MVW5	15.36
A8MVX0	68.36
A8MVZ5	15.46
A8MW92	72.07
A8MW95	17.4
A8MW99	19.48
A8MWA4	9
A8MWA6	90.3
A8MWD9	5.26
A8MWE9	24.3
A8MWK0	10.99
A8MWL6	21.97
A8MWL7	6.14
A8MWP4	24.12
A8MWP6	0
A8MWV9	19.42
A8MWX3	43.81
A8MWY0	12.14
A8MX19	97.19
A8MX34	10.55
A8MX76	6.57
A8MX80	80.35
A8MXD5	39.65
A8MXE2	2.16
A8MXJ8	92.67
A8MXK1	16.5
A8MXK9	0
A8MXQ7	10.09
A8MXT2	38.09
A8MXU0	19.17
A8MXV4	6.93
A8MXV6	45.19
A8MXY4	8.1
A8MXZ1	89.87
A8MXZ3	2.4
A8MY62	2.4
A8MYA2	88.52
A8MYB1	4.56
A8MYJ7	4.24
A8MYP8	1.58
A8MYU2	25.76
A8MYV0	30.14
A8MYX2	12.57
A8MYZ0	22.82
A8MYZ5	0
A8MYZ6	74.79
A8MZ25	46.95
A8MZ26	12.18
A8MZ36	8.63
A8MZ59	50.59
A8MZ97	20.1
A8MZA4	81.9
A8MZF0	79.15
A8MZG2	15.93
A8MZH6	14.63
A8TX70	26.73
A9QM74	17.24
A9UHW6	4.5
A9YTQ3	49.21
A9Z1Z3	20.23
B0FP48	22.81
B0I1T2	2.25
B0YJ81	23.61
B1AH88	7.84
B1AJZ1	14.4
B1AJZ9	73.44
B1AK53	44.61
B1AK76	5.78
B1AKI9	28.01
B1AL46	64.12
B1AL88	30.78
B1AMM8	0
B1ANH7	2.72
B1ANS9	14.61
B1ANY3	14.39
B1APH4	18.52
B1ATL7	20.13
B2CW77	14.6
B2RBV5	9.24
B2RC85	21.83
B2RD01	9.09
B2RN74	5.82
B2RNN3	51.05
B2RPK0	47.86
B2RTY4	47.6
B2RU33	35.6
B2RUY7	7.2
B2RUZ4	6.41
B2RV13	4.87
B2RXF0	23.68
B2RXF5	41.23
B2RXH2	34.78
B2RXH4	63.48
B2RXH8	58.7
B3EWF7	46.51
B3EWG3	10.11
B3EWG5	10.11
B3EWG6	10.11
B3GLJ2	16.32
B3KS81	100
B3KU38	61.27
B3SHH9	16.14
B4DH59	79.49
B4DJY2	27.52
B4DS77	74.29
B4DU55	6.21
B4DX44	0.93
B4DXR9	1.53
B4DYI2	88.88
B4DZS4	27.88
B4E2M5	0.39
B5MCN3	1.51
B5MCY1	25.28
B5MD39	4.44
B5ME19	28.44
B6A8C7	6.64
B6SEH8	8.38
B6SEH9	7.1
B7U540	22.86
B7Z1M9	57.79
B7Z368	39.23
B7Z6K7	15.2
B7Z8K6	7.84
B7ZAP0	16.6
B7ZAQ6	7.47
B7ZBB8	46.08
B7ZC32	26.26
B7ZW38	60.06
B8ZZ34	74.05
B9A014	0.39
B9A064	16.82
B9A6J9	34.06
B9EJG8	15.66
B9ZVM9	50.7
C4AMC7	45.57
C9J069	67.72
C9J1S8	4.2
C9J202	1.39
C9J2P7	39.43
C9J302	13.86
C9J3I9	11.76
C9J3V5	45.33
C9J442	4.93
C9J6K1	18.68
C9J798	12.45
C9J7I0	38.68
C9JBD0	7.03
C9JC47	19.58
C9JCN9	21.62
C9JDP6	18.34
C9JDV5	2.75
C9JE40	43.27
C9JFL3	85.36
C9JG80	88.92
C9JH25	65.51
C9JI98	43.75
C9JJ37	3.09
C9JJH3	39.05
C9JL84	48.58
C9JLJ4	39.24
C9JLR9	65.78
C9JLW8	23.71
C9JN71	9.03
C9JPN9	39.81
C9JQI7	16.28
C9JQL5	44.36
C9JR72	2.83
C9JRZ8	0.31
C9JSJ3	69.9
C9JTQ0	27.36
C9JUS6	41.17
C9JVI0	39.24
C9JVW0	69.01
C9JXX5	17.34
D3DTV9	16.66
D3W0D1	20.28
D6R901	39.62
D6R9N7	39.24
D6RA61	39.43
D6RBM5	29.5
D6RBQ6	39.43
D6RCP7	39.43
D6REC4	33.98
D6RF30	77.59
D6RGH6	42.85
D6RJB6	39.24
E0CX11	10.63
E2RYF6	97.57
E2RYF7	100
E5RG02	16.66
E5RHQ5	88.97
