string_id	string_id_alias	uniprot_alias
1625	4932.YEL053C	MAK10	NAA35
1626	4932.YEL054C	RPL12A	YL23
1627	4932.YEL055C	POL5	DPO5
1628	4932.YEL056W	HAT2	HAT2
1629	4932.YEL057C	SDD1	YEG7
1630	4932.YEL058W	PCM1	AGM1
1631	4932.YEL059C-A	SOM1	SOM1
1632	4932.YEL059W	HHY1	HHY1
1633	4932.YEL060C	PRB1	PRTB
1634	4932.YEL061C	CIN8	CIN8
1635	4932.YEL062W	NPR2	NPR2
1636	4932.YEL063C	CAN1	CAN1
1637	4932.YEL064C	AVT2	AVT2
1638	4932.YEL065W	SIT1	SIT1
1639	4932.YEL066W	HPA3	HPA3
1640	4932.YEL067C	YEL067C	YEH7
1641	4932.YEL068C	YEL068C	YEH8
1642	4932.YEL069C	HXT8	HXT8
1643	4932.YEL070W	DSF1	MAN1
1644	4932.YEL071W	DLD3	DLD3
1645	4932.YEL072W	RMD6	RMD6
1646	4932.YEL073C	YEL073C	YEI3
1647	4932.YEL074W	YEL074W	YEI4
1648	4932.YEL075C	YEL075C	YEI5
1649	4932.YEL075W-A	YEL075W-A	YE075
1650	4932.YEL076C	YEL076C	YEI6
1651	4932.YEL076C-A	YLR464W	YE076
1652	4932.YEL077C	YEL077C	YE077
1653	4932.YER001W	MNN1	MNN1
1654	4932.YER002W	NOP16	NOP16
1655	4932.YER003C	PMI40	PMI
1656	4932.YER004W	FMP52	FMP52
1657	4932.YER005W	YND1	YND1
1658	4932.YER006W	NUG1	NUG1
1659	4932.YER007C-A	TMA20	TMA20
1660	4932.YER007W	PAC2	PAC2
1661	4932.YER008C	SEC3	SEC3
1662	4932.YER009W	NTF2	NTF2
1663	4932.YER010C	YER010C	RRAAH
1664	4932.YER011W	TIR1	TIR1
1665	4932.YER012W	PRE1	PSB4
1666	4932.YER013W	PRP22	PRP22
1667	4932.YER014W	HEM14	PPOX
1668	4932.YER015W	FAA2	LCF2
1669	4932.YER016W	EB1	EB1
1670	4932.YER017C	AFG3	AFG3
1671	4932.YER018C	SPC25	SPC25
1672	4932.YER019C-A	SBH2	SC6B2
1673	4932.YER019W	ISC1	ISC1
1674	4932.YER020W	GPA2	GPA2
1675	4932.YER021W	RPN3	RPN3
1676	4932.YER022W	SRB4	MED17
1677	4932.YER023W	PRO3	P5CR
1678	4932.YER024W	YAT2	YAT2
1679	4932.YER025W	GCD11	IF2G
1680	4932.YER026C	CHO1	PSS
1681	4932.YER027C	GAL83	GAL83
1682	4932.YER028C	MIG3	MIG3
1683	4932.YER029C	SMB1	RSMB
1684	4932.YER030W	CHZ1	CHZ1
1685	4932.YER031C	YPT31	YPT31
1686	4932.YER032W	FIR1	FIR1
1687	4932.YER033C	ZRG8	ZRG8
1688	4932.YER034W	YER034W	YEM4
1689	4932.YER035W	EDC2	EDC2
1690	4932.YER036C	ARB1	ARB1
1691	4932.YER037W	PHM8	PHM8
1692	4932.YER038C	KRE29	KRE29
1693	4932.YER038W-A	FMP49	FMP49
1694	4932.YER039C	YER039C	GMT2
1695	4932.YER039C-A	YER039C-A	YR039
1696	4932.YER040W	GLN3	GLN3
1697	4932.YER041W	YEN1	YEN1
1698	4932.YER042W	MXR1	MSRA
1699	4932.YER043C	SAH1	SAHH
1700	4932.YER044C	ERG28	ERG28
1701	4932.YER044C-A	MEI4	MEI4
1702	4932.YER045C	ACA1	ACA1
1703	4932.YER046W	YER046W	SPO73
1704	4932.YER046W-A	YER046W-A	YE046
1705	4932.YER047C	SAP1	SAP1
1706	4932.YER048C	CAJ1	CAJ1
1707	4932.YER048W-A	ISD11	ISD11
1708	4932.YER049W	TPA1	TPA1
1709	4932.YER050C	RSM18	RSM18
1710	4932.YER051W	JHD1	JHD1
1711	4932.YER052C	HOM3	BOR1
1712	4932.YER053C	YER053C	PIC2
1713	4932.YER053C-A	YER053C-A	YE053
1714	4932.YER054C	GIP2	GIP2
1715	4932.YER055C	HIS1	HIS1
1716	4932.YER056C	FCY2	FCY2
1717	4932.YER056C-A	RPL34A	RL34A
1718	4932.YER057C	HMF1	HMF1
1719	4932.YER058W	PET117	PT117
1720	4932.YER059W	PCL6	PCL6
1721	4932.YER060W	FCY21	FCY21
1722	4932.YER060W-A	FCY22	FCY22
1723	4932.YER062C	GPP2	GPP2
1724	4932.YER063W	THO1	THO1
1725	4932.YER064C	VHR2	VHR2
1726	4932.YER065C	ICL1	ACEA
1727	4932.YER066C-A	YER066C-A	YE066
1728	4932.YER066W	RRT13	RRT13
1729	4932.YER067C-A	YER067C-A	YE067
1730	4932.YER067W	RGI1	RGI1
1731	4932.YER068W	SSF1	SSF1
1732	4932.YER069W	ARG5,6	ARG56
1733	4932.YER070W	RNR1	RIR1
1734	4932.YER071C	TDA2	TDA2
1735	4932.YER072W	VTC1	VTC1
1736	4932.YER073W	ALD5	ALDH5
1737	4932.YER074W	S24A	S24A
1738	4932.YER074W-A	YOS1	YOS1
1739	4932.YER075C	PTP3	PTP3
1740	4932.YER076C	YER076C	YEQ6
1741	4932.YER077C	MRX1	MRX1
1742	4932.YER078C	ICP55	ICP55
1743	4932.YER079W	YER079W	YEQ9
1744	4932.YER080W	AIM9	AIM9
1745	4932.YER081W	SER3	SERA
1746	4932.YER082C	UTP7	UTP7
1747	4932.YER083C	GET2	GET2
1748	4932.YER084W	YER084W	YER4
1749	4932.YER085C	YER085C	YER5
1750	4932.YER086W	ILV1	THDH
1751	4932.YER087C-A	YER087C-A	YE087
1752	4932.YER087C-B	YER087C-A	SC6B1
1753	4932.YER087W	AIM10	SYPM
1754	4932.YER088C	YER088C	DOT6
1755	4932.YER088C-A	YER088C-A	YE88A
1756	4932.YER088W-B	YER088W-B	YE088
1757	4932.YER089C	PTC2	PP2C2
1758	4932.YER090C-A	YER090C-A	YE090
1759	4932.YER090W	TRP2	TRPE
1760	4932.YER091C	YER091C	METE
1761	4932.YER091C-A	YER091C-A	YE091
1762	4932.YER092W	IES5	IES5
1763	4932.YER093C	TSC11	TSC11
1764	4932.YER093C-A	AIM11	AIM11
1765	4932.YER094C	PUP3	PSB3
1766	4932.YER095W	RAD51	RAD51
1767	4932.YER096W	SHC1	SHC1
1768	4932.YER097W	YER097W	YES7
1769	4932.YER098W	UBP9	UBP9
1770	4932.YER099C	PRS2	PRS
1771	4932.YER100W	UBC6	UBC6
1772	4932.YER101C	AST2	AST2
1773	4932.YER102W	YS9	YS9
1774	4932.YER103W	SSA4	HSP74
1775	4932.YER104W	RTT105	RT105
1776	4932.YER105C	NUP157	NU157
1777	4932.YER106W	MAM1	MAM1
1778	4932.YER107C	GLE2	GLE2
1779	4932.YER107W-A	YER107W-A	YE107
1780	4932.YER109C	FLO8	FLO8
1781	4932.YER110C	KAP123	IMB4
1782	4932.YER111C	SWI4	SWI4
1783	4932.YER112W	LSM4	LSM4
1784	4932.YER113C	TMN3	TMN3
1785	4932.YER114C	BOI2	BOI2
1786	4932.YER115C	SPR6	SPR6
1787	4932.YER116C	SLX8	SLX8
1788	4932.YER117W	RPL23B	YL32
1789	4932.YER118C	SHO1	SHO1
1790	4932.YER119C	YER119C	AVT6
1791	4932.YER119C-A	YER119C-A	YE119
1792	4932.YER120W	SCS2	SCS2
1793	4932.YER121W	YER121W	YEV1
1794	4932.YER122C	GLO3	GLO3
1795	4932.YER123W	YCK3	KC13
1796	4932.YER124C	DSE1	DSE1
1797	4932.YER125W	SMM1	RSP5
1798	4932.YER126C	NSA2	NSA2
1799	4932.YER127W	LCP5	LCP5
1800	4932.YER128W	VFA1	VFA1
1801	4932.YER129W	SAK1	SAK1
1802	4932.YER130C	COM2	YEW0
1803	4932.YER131W	S26B	S26B
1804	4932.YER132C	PMD1	PMD1
1805	4932.YER133W	PP1	PP12
1806	4932.YER134C	YER134C	MGDP1
1807	4932.YER135C	YER135C	YEW5
1808	4932.YER136W	GDI1	GDI1
1809	4932.YER137C	YER137C	YEW7
1810	4932.YER138C	YER138C	YE11B
1811	4932.YER138W-A	YCL021W	YE38A
1812	4932.YER139C	RTR1	RTR1
1813	4932.YER140W	EMP65	TAPT1
1814	4932.YER141W	COX15	COX15
1815	4932.YER142C	MAG	MAG
1816	4932.YER143W	DDI1	DDI1
1817	4932.YER144C	UBP5	UBP5
1818	4932.YER145C	FTR1	FTR1
1819	4932.YER146W	LSM5	LSM5
1820	4932.YER147C	YER147C	SCC4
1821	4932.YER147C-A	YER147C-A	YE147
1822	4932.YER148W	SPT15	TBP
1823	4932.YER149C	PEA2	PEA2
1824	4932.YER150W	SPI1	SPI1
1825	4932.YER151C	UBP3	UBP3
1826	4932.YER152C	YER152C	YEY2
1827	4932.YER152W-A	YER152W-A	YE152
1828	4932.YER153C	PET122	PT122
1829	4932.YER154W	OXA1	OXA1
1830	4932.YER155C	TSL1	TSL1
1831	4932.YER156C	YER156C	YEY6
1832	4932.YER157W	COG3	COG3
1833	4932.YER158C	YER158C	YEY8
1834	4932.YER159C	YER159C	NCB1
1835	4932.YER160C	YER160C	YE12B
1836	4932.YER161C	SPT2	SPT2
1837	4932.YER162C	RAD4	RAD4
1838	4932.YER163C	GCG1	CHAC
1839	4932.YER164W	CHD1	CHD1
1840	4932.YER165C-A	YER165C-A	YE165
1841	4932.YER165W	PAB1	PABP
1842	4932.YER166W	DNF1	ATC5
1843	4932.YER167W	BCK2	BCK2
1844	4932.YER168C	CCA1	CCA1
1845	4932.YER169W	RPH1	RPH1
1846	4932.YER170W	ADK2	KAD3
1847	4932.YER171W	RAD3	RAD3
1848	4932.YER172C	YER172C	BRR2
1849	4932.YER172C-A	YER172C-A	YE172
1850	4932.YER173W	RS1	RS1
1851	4932.YER174C	GRX4	GLRX4
1852	4932.YER175C	TMT1	TMT1
1853	4932.YER176W	HEL1	HEL1
1854	4932.YER177W	BMH1	BMH1
1855	4932.YER178W	PDA1	ODPA
1856	4932.YER179W	DMC1	DMC1
1857	4932.YER180C	ISC10	ISC10
1858	4932.YER180C-A	SLO1	SLO1
1859	4932.YER181C	YER181C	YE11
1860	4932.YER182W	FMP10	FMP10
1861	4932.YER183C	FAU1	FTHC
1862	4932.YER184C	TOG1	YE14
1863	4932.YER185W	PUG1	PUG1
1864	4932.YER186C	YER186C	YE16
1865	4932.YER187W	YER187W	YE17
1866	4932.YER188W	YER188W	YE18
1867	4932.YER189W	YER189W	YE19
1868	4932.YER190C-A	YER190C-A	YER90
1869	4932.YER190C-B	YER190C-B	YE07A
1870	4932.YER190W	YRF1-2	YRF12
1871	4932.YFL001W	DEG1	PUS3
1872	4932.YFL002C	SPB4	SPB4
1873	4932.YFL002W-A	YGR161W-B	YF21B
1874	4932.YFL002W-B	YFL002W-B	YF21A
1875	4932.YFL003C	MSH4	MSH4
1876	4932.YFL004W	VTC2	VTC2
1877	4932.YFL005W	SEC4	SEC4
1878	4932.YFL007W	BLM10	BLM10
1879	4932.YFL008W	SMC1	SMC1
1880	4932.YFL009W	CDC4	CDC4
1881	4932.YFL010C	WWM1	WWM1
1882	4932.YFL010W-A	AUA1	AUA1
1883	4932.YFL011W	HXT10	HXT10
1884	4932.YFL012W	YFL012W	YFB2
1885	4932.YFL012W-A	YFL013W-A	YFL12
1886	4932.YFL013C	IES1	IES1
1887	4932.YFL013W-A	YFL013W-A	YF013
1888	4932.YFL014W	HSP12	HSP12
1889	4932.YFL015C	YFL015C	YFB5
1890	4932.YFL015W-A	YFL015W-A	YF015
1891	4932.YFL016C	MDJ1	MDJ1
1892	4932.YFL017C	PAT1	PAT1
1893	4932.YFL017W-A	SMX2	RUXG
1894	4932.YFL018C	LPD1	DLDH
1895	4932.YFL019C	YFL019C	YFB9
1896	4932.YFL020C	PAU5	PAU5
1897	4932.YFL021C-A	YFL021C-A	YF021
1898	4932.YFL021W	GAT1	GAT1
1899	4932.YFL022C	FRS2	SYFA
1900	4932.YFL023W	BUD27	BUD27
1901	4932.YFL024C	EPL1	EPL1
1902	4932.YFL025C	BST1	BST1
1903	4932.YFL026W	STE2	STE2
1904	4932.YFL027C	GYP8	GYP8
1905	4932.YFL028C	CAF16	CAF16
1906	4932.YFL029C	CAK1	CAK1
1907	4932.YFL030W	AGX1	AGX1
1908	4932.YFL031C-A	YFL031C-A	YF030
1909	4932.YFL031W	HAC1	HAC1
1910	4932.YFL032W	YFL032W	YFD2
1911	4932.YFL033C	RIM15	RIM15
1912	4932.YFL034C-A	RPL22B	YL31
1913	4932.YFL034C-B	MOB2	MOB2
1914	4932.YFL034W	MIL1	MIL1
1915	4932.YFL036W	RPO41	RPOM
1916	4932.YFL037W	TUB2	TBB
1917	4932.YFL038C	YPT1	YPT1
1918	4932.YFL039C	ACT	ACT
1919	4932.YFL040W	YFL040W	YFE0
1920	4932.YFL041W	YFL041W	FET5
1921	4932.YFL041W-A	YFL041W-A	YF041
1922	4932.YFL042C	LAM5	LAM5
1923	4932.YFL044C	OTU1	OTU1
1924	4932.YFL045C	SEC53	PMM
1925	4932.YFL046W	FMP32	FMP32
1926	4932.YFL047W	RGD2	RGD2
1927	4932.YFL048C	EMP47	EMP47
1928	4932.YFL049W	SWP82	SWP82
1929	4932.YFL050C	ALR2	ALR2
1930	4932.YFL051C	YFL051C	YFF1
1931	4932.YFL052W	ZNF1	ZNF1
1932	4932.YFL053W	DAK2	DAK2
1933	4932.YFL054C	AQY3	AQY3
1934	4932.YFL055W	AGP3	AGP3
1935	4932.YFL056C	AAD6	AAD6
1936	4932.YFL057C	AAD16	YFL57
1937	4932.YFL058W	THI5	THI5
1938	4932.YFL059W	SNZ3	SNZ3
1939	4932.YFL060C	SNO3	SNO3
1940	4932.YFL061W	DDI2	DDI2
1941	4932.YFL062W	COS4	COS4
1942	4932.YFL063W	YFL063W	YFG3
1943	4932.YFL064C	YFL064C	YFG4
1944	4932.YFL065C	YFL065C	YFG5
1945	4932.YFL066C	YFL066C	YFG6
1946	4932.YFL067W	YFL067W	YFG7
1947	4932.YFL068W	YFL068W	YFG8
1948	4932.YFR001W	LOC1	LOC1
1949	4932.YFR002W	NIC96	NIC96
1950	4932.YFR003C	YPI1	YPI1
1951	4932.YFR004W	RPN11	RPN11
1952	4932.YFR005C	SAD1	SAD1
1953	4932.YFR006W	YFR006W	YFH6
1954	4932.YFR007W	YFH7	YFH7
1955	4932.YFR008W	FAR7	FAR7
1956	4932.YFR009W	YFR009W	GCN20
1957	4932.YFR009W-A	YFR009W-A	YF009
1958	4932.YFR010W	YFR010W	UBP6
1959	4932.YFR010W-A	YFR010W-A	YF010
1960	4932.YFR011C	MIC19	MIC19
1961	4932.YFR012W	YFR012W	DCV1
1962	4932.YFR012W-A	YFR012W-A	YF012
1963	4932.YFR013W	IOC3	IOC3
1964	4932.YFR014C	CMK1	KCC1
1965	4932.YFR015C	GSY1	GYS1
1966	4932.YFR016C	YFR016C	YFI6
1967	4932.YFR017C	IGD1	IGD1
1968	4932.YFR018C	YFR018C	YFI8
1969	4932.YFR019W	FAB1	FAB1
1970	4932.YFR020W	CSS2	CSS2
1971	4932.YFR021W	ATG18	ATG18
1972	4932.YFR022W	ROG3	ROG3
1973	4932.YFR023W	PES4	PES4
1974	4932.YFR024C-A	LSB3	LSB3
1975	4932.YFR025C	HIS2	HIS9
1976	4932.YFR026C	ULI1	ULI1
1977	4932.YFR027W	ECO1	ECO1
1978	4932.YFR028C	OAF3	OAF3
1979	4932.YFR029W	PTR3	PTR3
1980	4932.YFR030W	MET10	MET10
1981	4932.YFR031C	SMC2	SMC2
1982	4932.YFR031C-A	RPL2B	YL6
1983	4932.YFR032C	RRT5	RRT5
1984	4932.YFR032C-A	RPL29	YL43
1985	4932.YFR033C	QCR6	QCR6
1986	4932.YFR034C	PHO4	PHO4
1987	4932.YFR035C	YFR035C	YFK5
1988	4932.YFR036W	CDC26	CDC26
1989	4932.YFR037C	RSC8	RSC8
1990	4932.YFR038W	IRC5	IRC5
1991	4932.YFR039C	OSW7	OSW7
1992	4932.YFR040W	SAP155	SA155
1993	4932.YFR041C	ERJ5	ERJ5
1994	4932.YFR042W	KEG1	KEG1
1995	4932.YFR043C	IRC6	IRC6
1996	4932.YFR044C	DUG1	DUG1
1997	4932.YFR045W	YFR045W	YFL5
1998	4932.YFR046C	CNN1	CENPT
1999	4932.YFR047C	BNA6	NADC
2000	4932.YFR048W	RMD8	RMD8
2001	4932.YFR049W	YMR31	RT31
2002	4932.YFR050C	PRE4	PSB7
2003	4932.YFR051C	RET2	COPD
2004	4932.YFR052C-A	YFR052C-A	YF052
2005	4932.YFR052W	RPN12	RPN12
2006	4932.YFR053C	HXK1	HXKA
2007	4932.YFR054C	YFR054C	YFM4
2008	4932.YFR055W	IRC7	METC
2009	4932.YFR056C	YFR056C	YFM6
2010	4932.YFR057W	YFR057W	YFM7
2011	4932.YGL001C	ERG26	ERG26
2012	4932.YGL002W	ERP6	ERP6
2013	4932.YGL003C	CDH1	CDH1
2014	4932.YGL004C	RPN14	RPN14
2015	4932.YGL005C	COG7	COG7
2016	4932.YGL006W	PMC1	ATC2
2017	4932.YGL007W	BRP1	BRP1
2018	4932.YGL009C	LEU1	LEUC
2019	4932.YGL010W	MPO1	MPO1
2020	4932.YGL011C	SCL1	PSA1
2021	4932.YGL012W	ERG4	ERG4
2022	4932.YGL013C	PDR1	PDR1
2023	4932.YGL014W	PUF4	PUF4
2024	4932.YGL015C	YGL015C	YGB5
2025	4932.YGL016W	KAP122	KA122
2026	4932.YGL017W	ATE1	ATE1
2027	4932.YGL018C	JAC1	JAC1
2028	4932.YGL019W	CKB1	CSK2B
2029	4932.YGL020C	GET1	GET1
2030	4932.YGL021W	ALK1	ALK1
2031	4932.YGL022W	STT3	STT3
2032	4932.YGL023C	PIB2	PIB2
2033	4932.YGL024W	YGL024W	YGC4
2034	4932.YGL025C	PGD1	PGD1
2035	4932.YGL026C	TRP	TRP
2036	4932.YGL027C	CWH41	CWH41
2037	4932.YGL028C	SCW11	SCW11
2038	4932.YGL029W	CGR1	CGR1
2039	4932.YGL030W	RPL32	RL30
2040	4932.YGL031C	RPL24A	YL21
2041	4932.YGL032C	AGA2	AGA2
2042	4932.YGL033W	HOP2	HOP2
2043	4932.YGL034C	YGL034C	YGD4
2044	4932.YGL035C	MIG1	MIG1
2045	4932.YGL036W	YGL036W	YG036
2046	4932.YGL037C	PNC1	PNC1
2047	4932.YGL038C	OCH1	OCH1
2048	4932.YGL039W	YGL039W	YGD9
2049	4932.YGL040C	HEM2	HEM2
2050	4932.YGL041C	YGL041C	YGE1
2051	4932.YGL041W-A	YGL041W-A	YG41A
2052	4932.YGL042C	YGL042C	YGE2
2053	4932.YGL043W	DST1	TFS2
2054	4932.YGL044C	RNA15	RNA15
2055	4932.YGL045W	RIM8	PALF
2056	4932.YGL047W	ALG13	ALG13
2057	4932.YGL048C	RPT6	PRS8
2058	4932.YGL049C	TIF4632	IF4F2
2059	4932.YGL050W	TYW3	TYW3
2060	4932.YGL051W	MST27	MST27
2061	4932.YGL052W	YGL052W	YGF2
2062	4932.YGL053W	PRM8	PRM8
2063	4932.YGL054C	ERV14	ERV14
2064	4932.YGL055W	OLE1	ACO1
2065	4932.YGL056C	SDS23	SDS23
2066	4932.YGL057C	GEP7	GEP7
2067	4932.YGL058W	RAD6	UBC2
2068	4932.YGL059W	PKP2	PDK2
2069	4932.YGL060W	YBP2	YBP2
2070	4932.YGL061C	DUO1	DUO1
2071	4932.YGL062W	PYC1	PYC1
2072	4932.YGL063C-A	YGL063C-A	YG063
2073	4932.YGL063W	PUS2	PUS2
2074	4932.YGL064C	MRH4	MRH4
2075	4932.YGL065C	ALG2	ALG2
2076	4932.YGL066W	SGF73	SGF73
2077	4932.YGL068W	MNP1	MNP1
2078	4932.YGL069C	YGL069C	YGG9
2079	4932.YGL070C	RPB9	RPB9
2080	4932.YGL071W	AFT1	AFT1
2081	4932.YGL072C	YGL072C	YGH2
2082	4932.YGL073W	HSF	HSF
2083	4932.YGL074C	YGL074C	YGH4
2084	4932.YGL075C	MPS2	MPS2
2085	4932.YGL076C	RPL8A	RP11
2086	4932.YGL077C	HNM1	HNM1
2087	4932.YGL078C	DBP3	DBP3
2088	4932.YGL079W	KXD1	KXD1
2089	4932.YGL080W	MPC1	MPC1
2090	4932.YGL081W	YGL081W	YGI1
2091	4932.YGL082W	YGL082W	YGI2
2092	4932.YGL083W	SCY1	SCY1
2093	4932.YGL084C	GUP1	GUP1
2094	4932.YGL085W	LCL3	LCL3
2095	4932.YGL086W	MAD1	MAD1
2096	4932.YGL087C	MMS2	MMS2
2097	4932.YGL088W	YGL088W	YGI8
2098	4932.YGL090W	LIF1	LIF1
2099	4932.YGL091C	NBP35	NBP35
2100	4932.YGL092W	NUP145	NU145
2101	4932.YGL093W	SPC105	SP105
2102	4932.YGL094C	PAN2	PAN2
2103	4932.YGL095C	VPS45	VPS45
2104	4932.YGL096W	TOS8	TOS8
2105	4932.YGL097W	SRM1	RCC1
2106	4932.YGL098W	USE1	USE1
2107	4932.YGL099W	LSG1	LSG1
2108	4932.YGL100W	SEH1	SEH1
2109	4932.YGL101W	YGL101W	YGK1
2110	4932.YGL102C	YGL102C	YGK2
2111	4932.YGL103W	RPL28	RP44
2112	4932.YGL104C	VPS73	VPS73
2113	4932.YGL105W	P42	P42
2114	4932.YGL106W	MLC1	MLC1
2115	4932.YGL107C	RMD9	RMD9
2116	4932.YGL108C	YGL108C	YGK8
2117	4932.YGL109W	YGL109W	YGK9
2118	4932.YGL110C	CUE3	CUE3
2119	4932.YGL111W	NSA1	NSA1
2120	4932.YGL112C	TAF6	TAF6
2121	4932.YGL113W	SLD3	SLD3
2122	4932.YGL114W	YGL114W	YGL4
2123	4932.YGL115W	SNF4	AAKG
2124	4932.YGL116W	CDC20	CDC20
2125	4932.YGL117W	YGL117W	YGL7
2126	4932.YGL118C	YGL118C	YGL8
2127	4932.YGL119W	COQ8	COQ8
2128	4932.YGL120C	PRP43	PRP43
2129	4932.YGL121C	GPG1	GPG1
2130	4932.YGL122C	NAB2	NAB2
2131	4932.YGL123C-A	YGL123C-A	YG123
2132	4932.YGL123W	YS5	YS5
2133	4932.YGL124C	MON1	MON1
2134	4932.YGL125W	MET13	MTHR2
2135	4932.YGL126W	SCS3	SCS3
2136	4932.YGL127C	SOH1	MED31
2137	4932.YGL128C	CWC23	CWC23
2138	4932.YGL129C	RSM23	RT23
2139	4932.YGL130W	CEG1	MCE1
2140	4932.YGL131C	SNT2	SNT2
2141	4932.YGL132W	YGL132W	YGN2
2142	4932.YGL133W	ITC1	ITC1
2143	4932.YGL134W	PCL10	PCL10
2144	4932.YGL135W	RPL1B	RL1A
2145	4932.YGL136C	MRM2	MRM2
2146	4932.YGL137W	SEC27	COPB2
2147	4932.YGL138C	YGL138C	YGN8
2148	4932.YGL139W	FLC3	FLC3
2149	4932.YGL140C	YGL140C	YGO0
2150	4932.YGL141W	HUL5	HUL5
2151	4932.YGL142C	GPI10	GPI10
2152	4932.YGL143C	MRF1	RF1M
2153	4932.YGL144C	ROG1	ROG1
2154	4932.YGL145W	TIP20	TIP20
2155	4932.YGL146C	RRT6	RRT6
2156	4932.YGL147C	RPL9A	YL11
2157	4932.YGL148W	ARO2	AROC
2158	4932.YGL149W	YGL149W	YGO9
2159	4932.YGL150C	INO80	INO80
2160	4932.YGL151W	NUT1	MED5
2161	4932.YGL152C	YGL152C	YGP2
2162	4932.YGL153W	PEX14	PEX14
2163	4932.YGL155W	CDC43	PGTB1
2164	4932.YGL156W	AMS1	MAN1
2165	4932.YGL157W	ARI1	ARI1
2166	4932.YGL158W	RCK1	RCK1
2167	4932.YGL159W	YGL159W	YGP9
2168	4932.YGL160W	AIM14	AIM14
2169	4932.YGL161C	YIP5	YIP5
2170	4932.YGL162W	SUT1	SUT1
2171	4932.YGL163C	RAD54	RAD54
2172	4932.YGL164C	YRB30	YRB30
2173	4932.YGL165C	YGL165C	YGR5
2174	4932.YGL166W	CUP2	CUP2
2175	4932.YGL167C	SSC1	SCC1
2176	4932.YGL168W	HUR1	HUR1
2177	4932.YGL169W	SUA5	SUA5
2178	4932.YGL170C	SPO74	SPO74
2179	4932.YGL171W	ROK1	ROK1
2180	4932.YGL172W	NUP49	NUP49
2181	4932.YGL173C	XRN1	XRN1
2182	4932.YGL174W	BUD13	CWC26
2183	4932.YGL175C	SAE2	COM1
2184	4932.YGL176C	YGL176C	YGS6
2185	4932.YGL178W	MPT5	MPT5
2186	4932.YGL179C	TOS3	TOS3
2187	4932.YGL180W	ATG1	ATG1
2188	4932.YGL181W	GTS1	GTS1
2189	4932.YGL182C	YGL182C	YGT2
2190	4932.YGL183C	MND1	MND1
2191	4932.YGL184C	STR3	STR3
2192	4932.YGL185C	YGL185C	YGT5
2193	4932.YGL186C	TPN1	TPN1
2194	4932.YGL187C	COX4	COX4
2195	4932.YGL188C	YGL188C	YGT8
2196	4932.YGL189C	S26A	S26A
2197	4932.YGL190C	CDC55	2ABA
2198	4932.YGL191W	COX13	COX13
2199	4932.YGL192W	IME4	IME4
2200	4932.YGL193C	YGL193C	YGU3
2201	4932.YGL194C	YGL194C	HOS2
2202	4932.YGL194C-A	YGL194C-A	YG194
2203	4932.YGL195W	GCN1	GCN1
2204	4932.YGL196W	DSD1	DSD1
2205	4932.YGL197W	MDS3	MDS3
2206	4932.YGL198W	YIP4	YIP4
2207	4932.YGL199C	YGL199C	YGU9
2208	4932.YGL200C	EMP24	EMP24
2209	4932.YGL201C	MCM6	MCM6
2210	4932.YGL202W	ARO8	ARO8
2211	4932.YGL203C	KEX1	KEX1
2212	4932.YGL204C	YGL204C	YGV4
2213	4932.YGL205W	POX1	ACOX
2214	4932.YGL206C	CHC1	CLH
2215	4932.YGL207W	SSF1	SSF1
2216	4932.YGL208W	SIP2	SIP2
2217	4932.YGL209W	MIG2	MIG2
2218	4932.YGL210W	YPT32	YPT32
2219	4932.YGL211W	NCS6	CTU1
2220	4932.YGL212W	VAM7	VAM7
2221	4932.YGL213C	SKI8	SKI8
2222	4932.YGL214W	YGL214W	YGW4
2223	4932.YGL215W	CLG1	CLG1
2224	4932.YGL216W	KIP3	KIP3
2225	4932.YGL217C	YGL217C	YGW7
2226	4932.YGL218W	YGL218W	YGW8
2227	4932.YGL219C	MDM34	MDM34
2228	4932.YGL220W	BOL2	BOL2
2229	4932.YGL221C	NIF3	NIF3
2230	4932.YGL222C	EDC1	EDC1
2231	4932.YGL223C	COG1	COG1
2232	4932.YGL224C	SDT1	SDT1
2233	4932.YGL225W	VRG4	GMT1
2234	4932.YGL226C-A	OST5	OST5
2235	4932.YGL226W	MTC3	MTC3
2236	4932.YGL227W	VID30	VID30
2237	4932.YGL228W	SHE10	SHE10
2238	4932.YGL229C	SAP4	SAP4
2239	4932.YGL230C	YGL230C	YGY0
2240	4932.YGL231C	EMC4	EMC4
2241	4932.YGL232W	TAN1	TAN1
2242	4932.YGL233W	SEC15	SEC15
2243	4932.YGL234W	ADE5,7	PUR2
2244	4932.YGL235W	YGL235W	YGY5
2245	4932.YGL236C	MTO1	MTO1
2246	4932.YGL237C	HAP2	HAP2
2247	4932.YGL238W	CSE1	CSE1
2248	4932.YGL239C	YGL239C	YGY9
2249	4932.YGL240W	DOC1	APC10
2250	4932.YGL241W	KAP114	IMB5
2251	4932.YGL242C	YGL242C	YGZ2
2252	4932.YGL243W	TAD1	TAD1
2253	4932.YGL244W	RTF1	RTF1
2254	4932.YGL245W	P85	SYEC
2255	4932.YGL246C	RAI1	DXO
2256	4932.YGL247W	BRR6	BRR6
2257	4932.YGL248W	PDE1	PDE1
2258	4932.YGL249W	ZIP2	ZIP2
2259	4932.YGL250W	RMR1	RMR1
2260	4932.YGL251C	HFM1	HFM1
2261	4932.YGL252C	RTG2	RTG2
2262	4932.YGL253W	HXK2	HXKB
