string_id	string_symbol	uniprot_symbol	uniprot_alias	string_id_alias
6243	9606.ENSP00000312415	NA	NA	SSX7	SSX7
6244	9606.ENSP00000312439	NA	NA	RNF26	RNF26
6245	9606.ENSP00000312442	NA	NA	AP1G2	AP1G2
6246	9606.ENSP00000312455	NA	NA	CFLAR	FLIP
6247	9606.ENSP00000312457	NA	NA	BAALC	BAALC
6248	9606.ENSP00000312458	NA	NA	ARV1	ARV1
6249	9606.ENSP00000312470	NA	NA	OR10A6	9606.ENSP00000312470
6250	9606.ENSP00000312506	NA	NA	NG2	NG2
6251	9606.ENSP00000312535	NA	NA	LRFN4	LRFN4
6252	9606.ENSP00000312554	NA	NA	HL19	DNAH12
6253	9606.ENSP00000312587	NA	NA	COQ10A	9606.ENSP00000312587
6254	9606.ENSP00000312599	NA	NA	TMEM70	9606.ENSP00000312599
6255	9606.ENSP00000312615	NA	NA	TMEM134	9606.ENSP00000312615
6256	9606.ENSP00000312618	NA	NA	ACAD9	ACAD9
6257	9606.ENSP00000312624	NA	NA	TCAP	9606.ENSP00000312624
6258	9606.ENSP00000312625	NA	NA	HP1BP3	9606.ENSP00000312625
6259	9606.ENSP00000312631	NA	NA	INSM1	INSM1
6260	9606.ENSP00000312634	NA	NA	PDLIM2	9606.ENSP00000312634
6261	9606.ENSP00000312649	NA	NA	PERC	PPARGC1B
6262	9606.ENSP00000312652	NA	NA	OBS	OBS
6263	9606.ENSP00000312663	NA	NA	CHRNA9	9606.ENSP00000312663
6264	9606.ENSP00000312664	NA	NA	ICH1	CASP2
6265	9606.ENSP00000312671	NA	NA	EHBP1L1	9606.ENSP00000312671
6266	9606.ENSP00000312672	NA	NA	TLCD5	TMEM136
6267	9606.ENSP00000312673	NA	NA	GH1	GH1
6268	9606.ENSP00000312675	NA	NA	TRIM72	9606.ENSP00000312675
6269	9606.ENSP00000312678	NA	NA	OS	OSX
6270	9606.ENSP00000312700	NA	NA	B3GNT8	9606.ENSP00000312700
6271	9606.ENSP00000312702	NA	NA	DEFB114	9606.ENSP00000312702
6272	9606.ENSP00000312706	NA	NA	CCDC65	DRC2
6273	9606.ENSP00000312709	NA	NA	TAF7	TAF7
6274	9606.ENSP00000312734	NA	NA	RAB8B	RAB8B
6275	9606.ENSP00000312741	NA	NA	CAMKK2	9606.ENSP00000312741
6276	9606.ENSP00000312753	NA	NA	FAM109B	9606.ENSP00000312753
6277	9606.ENSP00000312767	NA	NA	KIAA1731NL	9606.ENSP00000312767
6278	9606.ENSP00000312770	NA	NA	C2orf69	9606.ENSP00000312770
6279	9606.ENSP00000312774	NA	NA	SPACA4	9606.ENSP00000312774
6280	9606.ENSP00000312778	NA	NA	SRTD2	IFT80
6281	9606.ENSP00000312811	NA	NA	9606.ENSP00000312811	NA
6282	9606.ENSP00000312814	NA	NA	KCTD2	KCTD2
6283	9606.ENSP00000312834	NA	NA	MLXIP	MLXIP
6284	9606.ENSP00000312942	NA	NA	SEZ6	SEZ6
6285	9606.ENSP00000312946	NA	NA	STAB1	STAB1
6286	9606.ENSP00000312981	NA	NA	USP39	SAD1
6287	9606.ENSP00000312987	NA	NA	TCF	TCF
6288	9606.ENSP00000312988	NA	NA	IKBB	NFKBIB
6289	9606.ENSP00000312995	NA	NA	CLSPN	CLSPN
6290	9606.ENSP00000312999	NA	NA	GNAI2	GNAI2
6291	9606.ENSP00000313007	NA	NA	PABP1	PABPC1
6292	9606.ENSP00000313034	NA	NA	FBXW5	FBXW5
6293	9606.ENSP00000313050	NA	NA	GBAS	9606.ENSP00000313050
6294	9606.ENSP00000313079	NA	NA	SHISA2	9606.ENSP00000313079
6295	9606.ENSP00000313088	NA	NA	NETO1	NETO1
6296	9606.ENSP00000313110	NA	NA	OR6S1	OR6S1
6297	9606.ENSP00000313121	NA	NA	SNX14	SNX14
6298	9606.ENSP00000313140	NA	NA	EXD2	EXD2
6299	9606.ENSP00000313158	NA	NA	ZNF366	9606.ENSP00000313158
6300	9606.ENSP00000313159	NA	NA	FBX34	FBXO34
6301	9606.ENSP00000313169	NA	NA	NPHP1	NPHP1
6302	9606.ENSP00000313171	NA	NA	ATAD5	ATAD5
6303	9606.ENSP00000313172	NA	NA	BVES	POP1
6304	9606.ENSP00000313199	NA	NA	P37	P37
6305	9606.ENSP00000313226	NA	NA	CTXN	CTXN
6306	9606.ENSP00000313243	NA	NA	HSF5	HSF5
6307	9606.ENSP00000313309	NA	NA	NTD	NTD
6308	9606.ENSP00000313318	NA	NA	FUCT1	SLC35C1
6309	9606.ENSP00000313324	NA	NA	C3orf80	9606.ENSP00000313324
6310	9606.ENSP00000313350	NA	NA	RNASEH1	RNH1
6311	9606.ENSP00000313377	NA	NA	PANK2	PANK2
6312	9606.ENSP00000313384	NA	NA	OR1E1	OR1E1
6313	9606.ENSP00000313391	NA	NA	DOC2	DOC2
6314	9606.ENSP00000313398	NA	NA	FUT6	9606.ENSP00000313398
6315	9606.ENSP00000313420	NA	NA	PRKDC	PRKDC
6316	9606.ENSP00000313422	NA	NA	ARL6IP4	9606.ENSP00000313422
6317	9606.ENSP00000313423	NA	NA	GFRA4	GFRA4
6318	9606.ENSP00000313432	NA	NA	PH2	PH2
6319	9606.ENSP00000313437	NA	NA	MMP19	RASI
6320	9606.ENSP00000313443	NA	NA	ZNF491	9606.ENSP00000313443
6321	9606.ENSP00000313454	NA	NA	UBA6	UBA6
6322	9606.ENSP00000313490	NA	NA	PFAS	9606.ENSP00000313490
6323	9606.ENSP00000313500	NA	NA	C17orf53	HROB
6324	9606.ENSP00000313504	NA	NA	PHKB	9606.ENSP00000313504
6325	9606.ENSP00000313571	NA	NA	LGALS7B	9606.ENSP00000313571
6326	9606.ENSP00000313581	NA	NA	KLK2	KLK2
6327	9606.ENSP00000313582	NA	NA	ZNF436	ZNF
6328	9606.ENSP00000313600	NA	NA	ATP10B	9606.ENSP00000313600
6329	9606.ENSP00000313601	NA	NA	MRT3	MRT3
6330	9606.ENSP00000313603	NA	NA	ABCF1	ABCF1
6331	9606.ENSP00000313670	NA	NA	ALS2CL	9606.ENSP00000313670
6332	9606.ENSP00000313681	NA	NA	SPHK	SPK
6333	9606.ENSP00000313691	NA	NA	MTF	MTF
6334	9606.ENSP00000313699	NA	NA	ZP	ZP
6335	9606.ENSP00000313752	NA	NA	SSNA1	SSNA1
6336	9606.ENSP00000313756	NA	NA	ASB3	ASB3
6337	9606.ENSP00000313759	NA	NA	CTC1	CTC1
6338	9606.ENSP00000313803	NA	NA	OR3A1	OR3A1
6339	9606.ENSP00000313809	NA	NA	AMBN	AMBN
6340	9606.ENSP00000313811	NA	NA	USP20	9606.ENSP00000313811
6341	9606.ENSP00000313816	NA	NA	PRIMPOL	9606.ENSP00000313816
6342	9606.ENSP00000313829	NA	NA	P68	P68
6343	9606.ENSP00000313833	NA	NA	LCN15	LCN15
6344	9606.ENSP00000313851	NA	NA	PDS5B	PDS5B
6345	9606.ENSP00000313854	NA	NA	CLPTM1L	9606.ENSP00000313854
6346	9606.ENSP00000313869	NA	NA	GORASP1	9606.ENSP00000313869
6347	9606.ENSP00000313875	NA	NA	TLX	TLX
6348	9606.ENSP00000313877	NA	NA	EFTS	TSFM
6349	9606.ENSP00000313881	NA	NA	MKRN3	MKRN3
6350	9606.ENSP00000313885	NA	NA	KIAA0195	9606.ENSP00000313885
6351	9606.ENSP00000313921	NA	NA	MSRA	MSRA
6352	9606.ENSP00000313922	NA	NA	OAZ3	9606.ENSP00000313922
6353	9606.ENSP00000313933	NA	NA	GLTSCR1L	9606.ENSP00000313933
6354	9606.ENSP00000313936	NA	NA	OR2AE1	9606.ENSP00000313936
6355	9606.ENSP00000313950	NA	NA	STK1	STK1
6356	9606.ENSP00000313953	NA	NA	TTC27	TTC27
6357	9606.ENSP00000313967	NA	NA	C1QB	C1QB
6358	9606.ENSP00000313983	NA	NA	NSD3	WHSC1L1
6359	9606.ENSP00000313995	NA	NA	KLHDC3	9606.ENSP00000313995
6360	9606.ENSP00000314004	NA	NA	APC2	APC2
6361	9606.ENSP00000314023	NA	NA	SIDT2	SIDT2
6362	9606.ENSP00000314029	NA	NA	SENP3	9606.ENSP00000314029
6363	9606.ENSP00000314030	NA	NA	DNAJA2	9606.ENSP00000314030
6364	9606.ENSP00000314036	NA	NA	AGPAT4	9606.ENSP00000314036
6365	9606.ENSP00000314042	NA	NA	MRGPRX4	MRGX4
6366	9606.ENSP00000314067	NA	NA	PAK2	PAK2
6367	9606.ENSP00000314080	NA	NA	HIC1	HIC1
6368	9606.ENSP00000314099	NA	NA	CA5B	CA5B
6369	9606.ENSP00000314116	NA	NA	TMEM107	DC20
6370	9606.ENSP00000314129	NA	NA	TFE3	TFE3
6371	9606.ENSP00000314132	NA	NA	BOK	BOK
6372	9606.ENSP00000314151	NA	NA	PSA	PSA
6373	9606.ENSP00000314153	NA	NA	KAISO	ZBTB33
6374	9606.ENSP00000314157	NA	NA	9606.ENSP00000314157	NA
6375	9606.ENSP00000314173	NA	NA	SAMD12	9606.ENSP00000314173
6376	9606.ENSP00000314193	NA	NA	WDR75	WDR75
6377	9606.ENSP00000314196	NA	NA	MBOAT4	9606.ENSP00000314196
6378	9606.ENSP00000314214	NA	NA	VAMP2	VAMP2
6379	9606.ENSP00000314223	NA	NA	GPR88	GPR88
6380	9606.ENSP00000314299	NA	NA	FHR1	H36
6381	9606.ENSP00000314324	NA	NA	OR10Q1	9606.ENSP00000314324
6382	9606.ENSP00000314343	NA	NA	MED29	MED29
6383	9606.ENSP00000314348	NA	NA	DDX10	DDX10
6384	9606.ENSP00000314380	NA	NA	GRINA	LFG1
6385	9606.ENSP00000314396	NA	NA	PRMT9	9606.ENSP00000314396
6386	9606.ENSP00000314407	NA	NA	CA8	CA8
6387	9606.ENSP00000314420	NA	NA	PER1	PER1
6388	9606.ENSP00000314441	NA	NA	METTL1	9606.ENSP00000314441
6389	9606.ENSP00000314444	NA	NA	WDR35	WDR35
6390	9606.ENSP00000314480	NA	NA	UNCX	9606.ENSP00000314480
6391	9606.ENSP00000314499	NA	NA	GAK	GAK
6392	9606.ENSP00000314500	NA	NA	GALNT15	9606.ENSP00000314500
6393	9606.ENSP00000314505	NA	NA	MCM9	MCM9
6394	9606.ENSP00000314508	NA	NA	GCB	GLUC
6395	9606.ENSP00000314518	NA	NA	LYSMD3	9606.ENSP00000314518
6396	9606.ENSP00000314543	NA	NA	MAGEB18	9606.ENSP00000314543
6397	9606.ENSP00000314544	NA	NA	CCZ1B	CCZ1B
6398	9606.ENSP00000314556	NA	NA	UACA	UACA
6399	9606.ENSP00000314560	NA	NA	MAP6D1	9606.ENSP00000314560
6400	9606.ENSP00000314606	NA	NA	HSS	SGSH
6401	9606.ENSP00000314608	NA	NA	KLHL11	9606.ENSP00000314608
6402	9606.ENSP00000314615	NA	NA	ARFGAP1	9606.ENSP00000314615
6403	9606.ENSP00000314619	NA	NA	ZFAND2A	9606.ENSP00000314619
6404	9606.ENSP00000314649	NA	NA	ALDH5A1	SSDH
6405	9606.ENSP00000314709	NA	NA	ZHX2	ZHX2
6406	9606.ENSP00000314724	NA	NA	PPFIBP1	L2
6407	9606.ENSP00000314733	NA	NA	TOLLIP	9606.ENSP00000314733
6408	9606.ENSP00000314776	NA	NA	MBLAC2	9606.ENSP00000314776
6409	9606.ENSP00000314792	NA	NA	BOLL	BOLL
6410	9606.ENSP00000314806	NA	NA	FOXR1	FOXR1
6411	9606.ENSP00000314807	NA	NA	IL1RAP	9606.ENSP00000314807
6412	9606.ENSP00000314810	NA	NA	RAM2	RAM2
6413	9606.ENSP00000314879	NA	NA	ALOXE3	9606.ENSP00000314879
6414	9606.ENSP00000314897	NA	NA	ANGPT2	ANG2
6415	9606.ENSP00000314901	NA	NA	LRRN1	LRRN1
6416	9606.ENSP00000314946	NA	NA	RPRM	RPRM
6417	9606.ENSP00000314976	NA	NA	IL20RA	9606.ENSP00000314976
6418	9606.ENSP00000314992	NA	NA	RRH	9606.ENSP00000314992
6419	9606.ENSP00000315006	NA	NA	CNT2	CNT2
6420	9606.ENSP00000315011	NA	NA	ETA	ETA
6421	9606.ENSP00000315013	NA	NA	CRAT	CAT1
6422	9606.ENSP00000315017	NA	NA	MRPL1	9606.ENSP00000315017
6423	9606.ENSP00000315035	NA	NA	PPP1R42	9606.ENSP00000315035
6424	9606.ENSP00000315064	NA	NA	MAGEF1	9606.ENSP00000315064
6425	9606.ENSP00000315070	NA	NA	GJD4	9606.ENSP00000315070
6426	9606.ENSP00000315081	NA	NA	LSMEM2	9606.ENSP00000315081
6427	9606.ENSP00000315098	NA	NA	RAM1	RAM1
6428	9606.ENSP00000315106	NA	NA	GPR137C	9606.ENSP00000315106
6429	9606.ENSP00000315112	NA	NA	RNF31	RNF31
6430	9606.ENSP00000315118	NA	NA	ADCK4	COQ8B
6431	9606.ENSP00000315130	NA	NA	KUB1	TRPM2
6432	9606.ENSP00000315136	NA	NA	APBA3	APBA3
6433	9606.ENSP00000315137	NA	NA	SPP2	SPP2
6434	9606.ENSP00000315152	NA	NA	METAP1D	9606.ENSP00000315152
6435	9606.ENSP00000315167	NA	NA	ALOX12B	242
6436	9606.ENSP00000315182	NA	NA	SHQ1	SHQ1
6437	9606.ENSP00000315203	NA	NA	CREG2	CREG2
6438	9606.ENSP00000315247	NA	NA	FAM71C	9606.ENSP00000315247
6439	9606.ENSP00000315263	NA	NA	GLTP	GLTP
6440	9606.ENSP00000315265	NA	NA	DYNAP	DYNAP
6441	9606.ENSP00000315295	NA	NA	KIAA1549L	G2
6442	9606.ENSP00000315299	NA	NA	CLP	CLP
6443	9606.ENSP00000315351	NA	NA	D2HGDH	9606.ENSP00000315351
6444	9606.ENSP00000315357	NA	NA	ARL6IP6	9606.ENSP00000315357
6445	9606.ENSP00000315370	NA	NA	C5orf46	9606.ENSP00000315370
6446	9606.ENSP00000315371	NA	NA	ANO5	ANO5
6447	9606.ENSP00000315379	NA	NA	PRPF3	RP18
6448	9606.ENSP00000315383	NA	NA	ASPRV1	9606.ENSP00000315383
6449	9606.ENSP00000315386	NA	NA	KDELC2	9606.ENSP00000315386
6450	9606.ENSP00000315387	NA	NA	TMEM102	9606.ENSP00000315387
6451	9606.ENSP00000315397	NA	NA	MRPS31	9606.ENSP00000315397
6452	9606.ENSP00000315410	NA	NA	OSBPL3	9606.ENSP00000315410
6453	9606.ENSP00000315417	NA	NA	ALX1	FND3
6454	9606.ENSP00000315465	NA	NA	DSCAML1	9606.ENSP00000315465
6455	9606.ENSP00000315474	NA	NA	GIMAP7	9606.ENSP00000315474
6456	9606.ENSP00000315476	NA	NA	EXOSC4	9606.ENSP00000315476
6457	9606.ENSP00000315477	NA	NA	CD209	CD209
6458	9606.ENSP00000315505	NA	NA	HKR1	9606.ENSP00000315505
6459	9606.ENSP00000315554	NA	NA	SPEM1	SPEM1
6460	9606.ENSP00000315557	NA	NA	C2orf57	TEX44
6461	9606.ENSP00000315564	NA	NA	LGALS9B	9606.ENSP00000315564
6462	9606.ENSP00000315568	NA	NA	AVL9	AVL9
6463	9606.ENSP00000315569	NA	NA	DIS3L2	9606.ENSP00000315569
6464	9606.ENSP00000315602	NA	NA	CHRNA3	9606.ENSP00000315602
6465	9606.ENSP00000315614	NA	NA	ERICH5	9606.ENSP00000315614
6466	9606.ENSP00000315630	NA	NA	SWAP70	9606.ENSP00000315630
6467	9606.ENSP00000315635	NA	NA	TMEM25	9606.ENSP00000315635
6468	9606.ENSP00000315644	NA	NA	TYMS	TS
6469	9606.ENSP00000315654	NA	NA	KCNG2	KCNG2
6470	9606.ENSP00000315659	NA	NA	TUBA	DNMBP
6471	9606.ENSP00000315664	NA	NA	ZNF18	ZNF18
6472	9606.ENSP00000315680	NA	NA	RD	RD
6473	9606.ENSP00000315693	NA	NA	PAM16	TIM16
6474	9606.ENSP00000315700	NA	NA	MPP7	MPP7
6475	9606.ENSP00000315702	NA	NA	MOB4	PHOCN
6476	9606.ENSP00000315713	NA	NA	SSH1	SSH1
6477	9606.ENSP00000315731	NA	NA	METRNL	9606.ENSP00000315731
6478	9606.ENSP00000315743	NA	NA	CCNG2	CCNG2
6479	9606.ENSP00000315768	NA	NA	STAT2	STAT2
6480	9606.ENSP00000315774	NA	NA	NDUFS8	9606.ENSP00000315774
6481	9606.ENSP00000315775	NA	NA	COG4	COG4
6482	9606.ENSP00000315791	NA	NA	CSTF3	CSTF3
6483	9606.ENSP00000315794	NA	NA	9606.ENSP00000315794	NA
6484	9606.ENSP00000315870	NA	NA	ZNF575	9606.ENSP00000315870
6485	9606.ENSP00000315915	NA	NA	ANXA2R	AX2R
6486	9606.ENSP00000315931	NA	NA	AHCYL2	9606.ENSP00000315931
6487	9606.ENSP00000315949	NA	NA	HOXD8	9606.ENSP00000315949
6488	9606.ENSP00000315988	NA	NA	DPY19L2	9606.ENSP00000315988
6489	9606.ENSP00000315997	NA	NA	LILRB1	9606.ENSP00000315997
6490	9606.ENSP00000316007	NA	NA	SCAMP4	9606.ENSP00000316007
6491	9606.ENSP00000316012	NA	NA	HE2	HE2
6492	9606.ENSP00000316029	NA	NA	TLN1	TLN1
6493	9606.ENSP00000316032	NA	NA	NUP98	NUP98
6494	9606.ENSP00000316042	NA	NA	HNRNPA0	9606.ENSP00000316042
6495	9606.ENSP00000316054	NA	NA	DVL3	DVL3
6496	9606.ENSP00000316109	NA	NA	AGGF1	AGGF1
6497	9606.ENSP00000316114	NA	NA	CCDC101	SGF29
6498	9606.ENSP00000316130	NA	NA	SYNE4	SYNE4
6499	9606.ENSP00000316137	NA	NA	DRICH1	9606.ENSP00000316137
6500	9606.ENSP00000316152	NA	NA	SP5	SP5
6501	9606.ENSP00000316173	NA	NA	B3GNT5	9606.ENSP00000316173
6502	9606.ENSP00000316176	NA	NA	UBE2N	UBE2N
6503	9606.ENSP00000316228	NA	NA	CLEC4M	9606.ENSP00000316228
6504	9606.ENSP00000316244	NA	NA	5HT1A	HTR1A
6505	9606.ENSP00000316284	NA	NA	OR2Z1	OR2Z1
6506	9606.ENSP00000316329	NA	NA	SCD5	SCD5
6507	9606.ENSP00000316335	NA	NA	9606.ENSP00000316335	NA
6508	9606.ENSP00000316338	NA	NA	BAIAP2	BAP2
6509	9606.ENSP00000316357	NA	NA	USP9X	USP9X
6510	9606.ENSP00000316377	NA	NA	GKAP	GKAP
6511	9606.ENSP00000316416	NA	NA	PL	PL
6512	9606.ENSP00000316454	NA	NA	PACS1	PACS1
6513	9606.ENSP00000316457	NA	NA	C20orf197	9606.ENSP00000316457
6514	9606.ENSP00000316476	NA	NA	MLD	DES1
6515	9606.ENSP00000316482	NA	NA	NDUFC2-KCTD14	9606.ENSP00000316482
6516	9606.ENSP00000316491	NA	NA	FCAMR	FCAMR
6517	9606.ENSP00000316496	NA	NA	DCAF4L2	9606.ENSP00000316496
6518	9606.ENSP00000316512	NA	NA	TLK2	9606.ENSP00000316512
6519	9606.ENSP00000316518	NA	NA	OR9A2	OR9A2
6520	9606.ENSP00000316527	NA	NA	ZNF609	9606.ENSP00000316527
6521	9606.ENSP00000316532	NA	NA	TMEM132E	9606.ENSP00000316532
6522	9606.ENSP00000316543	NA	NA	RAPH1	RAPH1
6523	9606.ENSP00000316578	NA	NA	SUZ12	SUZ12
6524	9606.ENSP00000316589	NA	NA	RANBP10	9606.ENSP00000316589
6525	9606.ENSP00000316598	NA	NA	GTPBP6	9606.ENSP00000316598
6526	9606.ENSP00000316605	NA	NA	CNGB3	CNGB3
6527	9606.ENSP00000316609	NA	NA	SWI5	SWI5
6528	9606.ENSP00000316628	NA	NA	RNF152	9606.ENSP00000316628
6529	9606.ENSP00000316644	NA	NA	C3orf22	9606.ENSP00000316644
6530	9606.ENSP00000316649	NA	NA	OSBPL2	9606.ENSP00000316649
6531	9606.ENSP00000316674	NA	NA	ACTL9	ACTL9
6532	9606.ENSP00000316675	NA	NA	PVRIG	PVRIG
6533	9606.ENSP00000316681	NA	NA	KIAA1731	9606.ENSP00000316681
6534	9606.ENSP00000316729	NA	NA	TCL	TCL
6535	9606.ENSP00000316737	NA	NA	LCE1D	LCE1D
6536	9606.ENSP00000316775	NA	NA	WBSCR28	9606.ENSP00000316775
6537	9606.ENSP00000316779	NA	NA	BIN1	BIN1
6538	9606.ENSP00000316782	NA	NA	NBPF3	NBPF3
6539	9606.ENSP00000316786	NA	NA	HSD2	AME
6540	9606.ENSP00000316794	NA	NA	RTL3	ZCCHC5
6541	9606.ENSP00000316809	NA	NA	PITPNA	9606.ENSP00000316809
6542	9606.ENSP00000316842	NA	NA	SIX5	SIX5
6543	9606.ENSP00000316845	NA	NA	GEF4	ASEF
6544	9606.ENSP00000316861	NA	NA	M6B	M6B
6545	9606.ENSP00000316881	NA	NA	LEPREL1	P3H2
6546	9606.ENSP00000316891	NA	NA	LIMCH1	9606.ENSP00000316891
6547	9606.ENSP00000316898	NA	NA	C12orf54	9606.ENSP00000316898
6548	9606.ENSP00000316905	NA	NA	SFXN1	SFXN1
6549	9606.ENSP00000316909	NA	NA	SLC17A8	9606.ENSP00000316909
6550	9606.ENSP00000316924	NA	NA	3GLT	ACSS1
6551	9606.ENSP00000316940	NA	NA	TMEM31	9606.ENSP00000316940
6552	9606.ENSP00000316948	NA	NA	CLK4	CLK4
6553	9606.ENSP00000316950	NA	NA	MYEF2	MYEF2
6554	9606.ENSP00000316955	NA	NA	OR7A5	OR7A5
6555	9606.ENSP00000317000	NA	NA	TM6SF1	9606.ENSP00000317000
6556	9606.ENSP00000317027	NA	NA	GCNT4	GCNT4
6557	9606.ENSP00000317039	NA	NA	RMI1	RMI1
6558	9606.ENSP00000317123	NA	NA	SNRNP200	BRR2
6559	9606.ENSP00000317128	NA	NA	PLXND1	9606.ENSP00000317128
6560	9606.ENSP00000317144	NA	NA	PIBF1	PIBF1
6561	9606.ENSP00000317159	NA	NA	CYC1	9606.ENSP00000317159
6562	9606.ENSP00000317165	NA	NA	KRBA1	9606.ENSP00000317165
6563	9606.ENSP00000317170	NA	NA	TIGD2	TIGD2
6564	9606.ENSP00000317175	NA	NA	PLEKHD1	9606.ENSP00000317175
6565	9606.ENSP00000317177	NA	NA	PLD6	PLD6
6566	9606.ENSP00000317214	NA	NA	CAPN6	827
6567	9606.ENSP00000317224	NA	NA	SAMD4B	9606.ENSP00000317224
6568	9606.ENSP00000317232	NA	NA	FKBP6	FKBP6
6569	9606.ENSP00000317235	NA	NA	LMO7DN	9606.ENSP00000317235
6570	9606.ENSP00000317257	NA	NA	CPNE1	CPNE1
6571	9606.ENSP00000317272	NA	NA	MET	MET
6572	9606.ENSP00000317289	NA	NA	FAM220A	9606.ENSP00000317289
6573	9606.ENSP00000317300	NA	NA	LPCAT4	9606.ENSP00000317300
6574	9606.ENSP00000317310	NA	NA	CABP1	CABP1
6575	9606.ENSP00000317327	NA	NA	UBASH3A	CLIP4
6576	9606.ENSP00000317331	NA	NA	SSR4	SSR4
6577	9606.ENSP00000317332	NA	NA	SNX18	SNX18
6578	9606.ENSP00000317333	NA	NA	NEUROG2	NGN2
6579	9606.ENSP00000317334	NA	NA	TCP1	TCP1
6580	9606.ENSP00000317357	NA	NA	OR13D1	9606.ENSP00000317357
6581	9606.ENSP00000317376	NA	NA	MRPS11	9606.ENSP00000317376
6582	9606.ENSP00000317379	NA	NA	GLS	GLS
6583	9606.ENSP00000317382	NA	NA	PAT4	PAT4
6584	9606.ENSP00000317396	NA	NA	FBP2	9606.ENSP00000317396
6585	9606.ENSP00000317404	NA	NA	CHST13	9606.ENSP00000317404
6586	9606.ENSP00000317431	NA	NA	ENTHD1	9606.ENSP00000317431
6587	9606.ENSP00000317439	NA	NA	CNPY1	9606.ENSP00000317439
6588	9606.ENSP00000317445	NA	NA	PSAPL1	9606.ENSP00000317445
6589	9606.ENSP00000317468	NA	NA	CHMP6	CHMP6
6590	9606.ENSP00000317469	NA	NA	BBS1	BBS1
6591	9606.ENSP00000317473	NA	NA	RABGGTB	9606.ENSP00000317473
6592	9606.ENSP00000317482	NA	NA	OR4F4	OR4F4
6593	9606.ENSP00000317542	NA	NA	WASH4P	9606.ENSP00000317542
6594	9606.ENSP00000317564	NA	NA	EID3	EID3
6595	9606.ENSP00000317578	NA	NA	ADRBK2	157
6596	9606.ENSP00000317579	NA	NA	RUS	RUSF1
6597	9606.ENSP00000317580	NA	NA	NEUROG1	NGN1
6598	9606.ENSP00000317595	NA	NA	TPPP2	TPPP2
6599	9606.ENSP00000317614	NA	NA	ZNF518B	9606.ENSP00000317614
6600	9606.ENSP00000317636	NA	NA	RECQ5	RECQL5
6601	9606.ENSP00000317671	NA	NA	C12orf40	9606.ENSP00000317671
6602	9606.ENSP00000317674	NA	NA	APOL1	APOL1
6603	9606.ENSP00000317686	NA	NA	ZFP42	ZFP42
6604	9606.ENSP00000317691	NA	NA	RPP25	RPP25
6605	9606.ENSP00000317714	NA	NA	STX4	STX4
6606	9606.ENSP00000317721	NA	NA	PSO	9606.ENSP00000317721
6607	9606.ENSP00000317743	NA	NA	HARBI1	9606.ENSP00000317743
6608	9606.ENSP00000317780	NA	NA	VA	VA
6609	9606.ENSP00000317790	NA	NA	SPTBN5	9606.ENSP00000317790
6610	9606.ENSP00000317817	NA	NA	SH2D3C	9606.ENSP00000317817
6611	9606.ENSP00000317836	NA	NA	PRR15	PRR15
6612	9606.ENSP00000317842	NA	NA	ICE	ICE
6613	9606.ENSP00000317872	NA	NA	RBBP6	RBBP6
6614	9606.ENSP00000317891	NA	NA	VAN	VAN
6615	9606.ENSP00000317895	NA	NA	RPTN	RPTN
6616	9606.ENSP00000317902	NA	NA	CEP57	CEP57
6617	9606.ENSP00000317903	NA	NA	R3HDM2	9606.ENSP00000317903
6618	9606.ENSP00000317904	NA	NA	GYS1	GYS1
6619	9606.ENSP00000317955	NA	NA	ZFYVE2	EEA1
6620	9606.ENSP00000317971	NA	NA	ADP	WDTC1
6621	9606.ENSP00000317985	NA	NA	ROCK2	ROCK2
6622	9606.ENSP00000317992	NA	NA	NOC2L	NOC2L
6623	9606.ENSP00000317997	NA	NA	DUOX1	DUOX1
6624	9606.ENSP00000318016	NA	NA	KIAA0196	9606.ENSP00000318016
6625	9606.ENSP00000318029	NA	NA	ODF3L2	9606.ENSP00000318029
6626	9606.ENSP00000318032	NA	NA	RPRML	RPRML
6627	9606.ENSP00000318057	NA	NA	EGR3	EGR3
6628	9606.ENSP00000318066	NA	NA	NPP4	NPP4
6629	9606.ENSP00000318077	NA	NA	MC2	MC5R
6630	9606.ENSP00000318085	NA	NA	HINFP	HINFP
6631	9606.ENSP00000318086	NA	NA	MAP7D3	9606.ENSP00000318086
6632	9606.ENSP00000318094	NA	NA	SCMH1	SCMH1
6633	9606.ENSP00000318113	NA	NA	CLDN22	9606.ENSP00000318113
6634	9606.ENSP00000318119	NA	NA	C9orf139	9606.ENSP00000318119
6635	9606.ENSP00000318128	NA	NA	CNO	CNO
6636	9606.ENSP00000318131	NA	NA	PNMAL1	9606.ENSP00000318131
6637	9606.ENSP00000318142	NA	NA	FUT7	FUT7
6638	9606.ENSP00000318147	NA	NA	C1orf22	EDEM3
6639	9606.ENSP00000318154	NA	NA	MRFAP1L1	9606.ENSP00000318154
6640	9606.ENSP00000318158	NA	NA	MRPS24	9606.ENSP00000318158
6641	9606.ENSP00000318165	NA	NA	OS9	OS9
6642	9606.ENSP00000318176	NA	NA	RAX	RAX
6643	9606.ENSP00000318177	NA	NA	FUBP3	FUBP3
6644	9606.ENSP00000318195	NA	NA	NCL	NCL
6645	9606.ENSP00000318197	NA	NA	TUBA3E	9606.ENSP00000318197
6646	9606.ENSP00000318222	NA	NA	ZDHHC22	9606.ENSP00000318222
6647	9606.ENSP00000318234	NA	NA	SH2B	SH2B
